新出房源，业主诚售，单价低，楼层好，视野开阔,信和花园 , 4室2厅 , 156.48平米 ,81人关注 , 共46次带看 , 30天以前发布,980,单价62628元/平米,https://sh.lianjia.com/ershoufang/107100334644.html,浦东,1 
房型好采光好小区中间位置，精装修满五年唯一,莘城公寓 , 2室2厅 , 94.22平米 ,15人关注 , 共8次带看 , 1个月以前发布,510,单价54129元/平米,https://sh.lianjia.com/ershoufang/107100329331.html,闵行,2
满五唯一，正对小区景观湖，精装+地暖，近地铁，急售,江南星城 , 2室2厅 , 90.54平米 ,19人关注 , 共6次带看 , 27天以前发布,600,单价66270元/平米,https://sh.lianjia.com/ershoufang/107100342638.html,闵行,2
万科西边套小三房 前后不临街 靠公园 低楼层总价低,万科四季花城 , 3室1厅 , 88.25平米 ,23人关注 , 共0次带看 , 14天以前发布,365,单价41360元/平米,https://sh.lianjia.com/ershoufang/107100383365.html,宝山,2
链、家真、房源  电梯3房  采光无遮挡 近地铁3号线,鎏园 , 3室2厅 , 117.37平米 ,78人关注 , 共5次带看 , 一年前发布,660,单价56233元/平米,https://sh.lianjia.com/ershoufang/107000201685.html,宝山,2
业主诚心出售，价格略有空间，全明户型，采光足,柏丽华庭 , 3室2厅 , 139.78平米 ,94人关注 , 共4次带看 , 一年前发布,550,单价39348元/平米,https://sh.lianjia.com/ershoufang/107000303707.html,宝山,2
大华公园世家康华苑 3室2厅 620万,大华公园世家康华苑 , 3室2厅 , 117.41平米 ,65人关注 , 共4次带看 , 一年前发布,620,单价52807元/平米,https://sh.lianjia.com/ershoufang/107000396723.html,宝山,2
精装南北通户型，送三个阳台，价格低,梧桐城邦(二期) , 2室2厅 , 96.68平米 ,151人关注 , 共2次带看 , 一年前发布,595,单价61544元/平米,https://sh.lianjia.com/ershoufang/107000442045.html,宝山,2
满五唯一，南北边套，业主买好房子，诚意出售急急急!,中环一号(一期) , 2室2厅 , 97.38平米 ,86人关注 , 共1次带看 , 一年前发布,515,单价52886元/平米,https://sh.lianjia.com/ershoufang/107000468379.html,宝山,2
送产权车位，南北通板式结构，精装修。,美岸栖庭(公寓) , 2室2厅 , 95.08平米 ,80人关注 , 共1次带看 , 一年前发布,600,单价63105元/平米,https://sh.lianjia.com/ershoufang/107000586003.html,宝山,2
经纬新出大两房，看房方便，房东置换急售，精装满五,经纬阳光水岸家园(一期) , 3室2厅 , 104.65平米 ,71人关注 , 共1次带看 , 9个月以前发布,505,单价48257元/平米,https://sh.lianjia.com/ershoufang/107000629821.html,宝山,2
九号线，佘山下，全南户型，满二年，采光好,新凯一期 , 1室1厅 , 53.88平米 ,2人关注 , 共1次带看 , 27天以前发布,220,单价40832元/平米,https://sh.lianjia.com/ershoufang/107100343471.html,松江,2
新凯家园精装修两房，一手动迁税费少。,新凯二期 , 2室1厅 , 76.02平米 ,33人关注 , 共4次带看 , 21天以前发布,275,单价36175元/平米,https://sh.lianjia.com/ershoufang/107100362878.html,松江,2
户型方正 得房率高 全天安排看房,金丰蓝庭 , 2室2厅 , 101.61平米 ,12人关注 , 共7次带看 , 8个月以前发布,410,单价40351元/平米,https://sh.lianjia.com/ershoufang/107000311335.html,松江,2
南花园150平方，满五年唯一，有钥匙随时看房,合生国际花园 , 双拼别墅 , 4室2厅 ,28人关注 , 共0次带看 , 一年前发布,950,单价26389元/平米,https://sh.lianjia.com/ershoufang/107000413969.html,松江,2
保利二房两房 一南房 一北房 入住舒适,保利西子湾 , 2室2厅 , 89.89平米 ,75人关注 , 共0次带看 , 7个月以前发布,366,单价40717元/平米,https://sh.lianjia.com/ershoufang/107000639589.html,松江,2
纯毛呸，整个小区就一套毛坯，随你设计随你装修,德邑小城(公寓) , 3室2厅 , 88.33平米 ,26人关注 , 共7次带看 , 一年前发布,350,单价39625元/平米,https://sh.lianjia.com/ershoufang/107001435891.html,松江,2
满五唯一，送30平大露台，电梯大三房，随时可看,秀月花园 , 3室2厅 , 146.3平米 ,30人关注 , 共1次带看 , 一年前发布,352,单价24061元/平米,https://sh.lianjia.com/ershoufang/107000750363.html,奉贤,2
税费少 总价低 采光棒 您没有一点动心吗？,贝港二区 , 3室1厅 , 77.21平米 ,33人关注 , 共1次带看 , 一年前发布,188,单价24350元/平米,https://sh.lianjia.com/ershoufang/107001686541.html,奉贤,2
解放新村  南桥镇好位置 交通方便 看房联系同晋,解放新村 , 2室1厅 , 69.75平米 ,21人关注 , 共4次带看 , 10个月以前发布,165,单价23656元/平米,https://sh.lianjia.com/ershoufang/107001838003.html,奉贤,2
三房两卫 精装修 满五唯一 单价2.7万 近百联，苏宁,正阳世纪星城(绅鸿苑) , 3室2厅 , 121.3平米 ,97人关注 , 共2次带看 , 10个月以前发布,330,单价27206元/平米,https://sh.lianjia.com/ershoufang/107001948575.html,奉贤,2
上海市九个新农村试点镇之一，次新房，设计师设计装修,景源名墅 , 3室2厅 , 110.3平米 ,9人关注 , 共3次带看 , 10个月以前发布,280,单价25386元/平米,https://sh.lianjia.com/ershoufang/107002109171.html,奉贤,2
新南家园 2室2厅 255万,新南家园 , 2室2厅 , 87.03平米 ,68人关注 , 共0次带看 , 9个月以前发布,255,单价29301元/平米,https://sh.lianjia.com/ershoufang/107002172403.html,奉贤,2
安居锦竹苑 2室1厅 335万,安居锦竹苑 , 2室1厅 , 76.81平米 ,41人关注 , 共31次带看 , 1个月以前发布,335,单价43615元/平米,https://sh.lianjia.com/ershoufang/107100328115.html,普陀,2
中远两湾城 3室2厅 1180万,中远两湾城 , 3室2厅 , 166.82平米 ,23人关注 , 共2次带看 , 6个月以前发布,1180,单价70735元/平米,https://sh.lianjia.com/ershoufang/107000139861.html,普陀,2
四期中间位置，南北通户型，满五年唯一，送60万装修,中远两湾城 , 3室2厅 , 140.96平米 ,49人关注 , 共2次带看 , 10个月以前发布,980,单价69524元/平米,https://sh.lianjia.com/ershoufang/107000156651.html,普陀,2
有车位   后排景观好  全明户型采光好,大上海城市花园 , 2室2厅 , 110.58平米 ,28人关注 , 共2次带看 , 10个月以前发布,920,单价83198元/平米,https://sh.lianjia.com/ershoufang/107000201619.html,普陀,2
新湖明珠城 2室2厅 1030万,新湖明珠城 , 2室2厅 , 120.62平米 ,14人关注 , 共2次带看 , 一年前发布,1030,单价85393元/平米,https://sh.lianjia.com/ershoufang/107000215497.html,普陀,2
南北户型+交通便利+楼层好+视野宽阔+采光好,阳光威尼斯(一期) , 1室1厅 , 58.53平米 ,24人关注 , 共2次带看 , 10个月以前发布,333,单价56894元/平米,https://sh.lianjia.com/ershoufang/107000253577.html,普陀,2
两房的价格买三房，只要能看中，价格还可以商量，诚意,祥和名邸(公寓) , 3室2厅 , 135.14平米 ,83人关注 , 共3次带看 , 一年前发布,695,单价51429元/平米,https://sh.lianjia.com/ershoufang/107000305179.html,普陀,2
老业主委托！诚意出售 价格可谈！中上位置 铂金楼层,锦绿新城 , 2室2厅 , 104.5平米 ,59人关注 , 共3次带看 , 6个月以前发布,780,单价74642元/平米,https://sh.lianjia.com/ershoufang/107000371951.html,普陀,2
好位置，精装修3房，电梯高区览小区景观，看房随时,卢湾都市花园 , 3室2厅 , 144.13平米 ,39人关注 , 共6次带看 , 一年前发布,1300,单价90197元/平米,https://sh.lianjia.com/ershoufang/107001512217.html,黄浦,2
对口黄浦一中，心，总价低，一室户，朝南，紧挨地铁,陆家浜路413弄 , 1室1厅 , 41.42平米 ,18人关注 , 共2次带看 , 7个月以前发布,330,单价79672元/平米,https://sh.lianjia.com/ershoufang/107002244827.html,黄浦,2
主卧朝南带阳台，次卧朝北，光线好，无遮挡，电梯！,西凌新邨 , 2室1厅 , 68.85平米 ,24人关注 , 共2次带看 , 5个月以前发布,610,单价88599元/平米,https://sh.lianjia.com/ershoufang/107002306977.html,黄浦,2
满五唯一  中高层  一梯两户  随时签字  素质住户,银杏家园 , 2室2厅 , 102.82平米 ,80人关注 , 共7次带看 , 1个月以前发布,820,单价79752元/平米,https://sh.lianjia.com/ershoufang/107100293521.html,黄浦,2
汇龙新城 2室2厅 1090万,汇龙新城 , 2室2厅 , 97.82平米 ,107人关注 , 共0次带看 , 10个月以前发布,1090,单价111430元/平米,https://sh.lianjia.com/ershoufang/107000174111.html,黄浦,2
地铁口，黄浦上外+大同，高区视野开阔，满五,惠祥公寓 , 2室2厅 , 103.02平米 ,69人关注 , 共0次带看 , 一年前发布,900,单价87362元/平米,https://sh.lianjia.com/ershoufang/107000175691.html,黄浦,2
【户型方正】【满五唯一】【看房方便】【标准四房】,中星海上景庭 , 4室2厅 , 160.31平米 ,61人关注 , 共6次带看 , 一年前发布,1280,单价79846元/平米,https://sh.lianjia.com/ershoufang/107000119919.html,浦东,3
有钥匙 3房朝南 装修60万 中间位置  满五唯一  采光好,光鸿苑 , 3室2厅 , 131.56平米 ,85人关注 , 共5次带看 , 一年前发布,920,单价69931元/平米,https://sh.lianjia.com/ershoufang/107000130049.html,浦东,3
满五唯一  朝西的房子  户型方正  大面积,高荣小区 , 3室1厅 , 98.5平米 ,72人关注 , 共3次带看 , 9个月以前发布,635,单价64468元/平米,https://sh.lianjia.com/ershoufang/107002158165.html,静安,2
高区南北通  视野开阔 正看雕塑公园 满五唯一 免个税,石门二路60号 , 3室2厅 , 134.11平米 ,51人关注 , 共2次带看 , 9个月以前发布,1350,单价100664元/平米,https://sh.lianjia.com/ershoufang/107002184801.html,静安,2
边套全明户型，满五年唯一，钥匙房，业主诚意出售,江宁路906弄 , 2室1厅 , 63.78平米 ,87人关注 , 共4次带看 , 7个月以前发布,460,单价72123元/平米,https://sh.lianjia.com/ershoufang/107002244897.html,静安,2
老静安板块地铁三房 总价低 看房方便 满五唯一免个税,锦安公寓 , 3室2厅 , 124.95平米 ,38人关注 , 共2次带看 , 6个月以前发布,970,单价77632元/平米,https://sh.lianjia.com/ershoufang/107002280945.html,静安,2
户型正气，边套全明，高区采光好，有钥匙随时看,新宏安大厦 , 2室2厅 , 107.97平米 ,14人关注 , 共3次带看 , 5个月以前发布,850,单价78726元/平米,https://sh.lianjia.com/ershoufang/107002317607.html,静安,2
国际丽都城 3室2厅 2320万,国际丽都城 , 3室2厅 , 177.69平米 ,41人关注 , 共20次带看 , 一年前发布,2320,单价130565元/平米,https://sh.lianjia.com/ershoufang/107000082151.html,静安,2
静安区大两房地铁口满五唯一总价低,胶州教师公寓 , 2室2厅 , 96.16平米 ,96人关注 , 共0次带看 , 11个月以前发布,670,单价69676元/平米,https://sh.lianjia.com/ershoufang/107000044619.html,静安,2
精致装修，拎包入住，看中价格可谈，5楼非顶楼,平顺小区 , 2室0厅 , 47.33平米 ,52人关注 , 共1次带看 , 一年前发布,270,单价57047元/平米,https://sh.lianjia.com/ershoufang/107001271727.html,闸北,2
延铁家园 2室2厅 860万,延铁家园 , 2室2厅 , 103.65平米 ,44人关注 , 共3次带看 , 一年前发布,860,单价82972元/平米,https://sh.lianjia.com/ershoufang/107001308277.html,闸北,2
满五年唯一，售后公房，电梯房，诚意出售，户口可迁，,星城花苑 , 2室0厅 , 61.36平米 ,24人关注 , 共2次带看 , 一年前发布,310,单价50522元/平米,https://sh.lianjia.com/ershoufang/107001349505.html,闸北,2
次新小区电梯房，正常房型+连体阳台+满五唯一省税费,新理想家园 , 2室2厅 , 107.72平米 ,176人关注 , 共3次带看 , 一年前发布,725,单价67305元/平米,https://sh.lianjia.com/ershoufang/107001393833.html,闸北,2
实拍金融界次新中端住宅/南北通版式户型/送产权车位,北方佳苑 , 3室2厅 , 145.06平米 ,8人关注 , 共5次带看 , 8个月以前发布,1060,单价73074元/平米,https://sh.lianjia.com/ershoufang/107001686417.html,闸北,2
星洲城三期+南北通三房+随时可看+满五唯一+高区视野好,现代星洲城 , 3室2厅 , 124.84平米 ,49人关注 , 共2次带看 , 6个月以前发布,990,单价79302元/平米,https://sh.lianjia.com/ershoufang/107002293227.html,杨浦,2
金鹏花园 满五唯一  内环内666万经典三房视野佳随时看,金鹏花园 , 3室2厅 , 101.17平米 ,39人关注 , 共11次带看 , 1个月以前发布,666,单价65830元/平米,https://sh.lianjia.com/ershoufang/107100266525.html,杨浦,2
带产权车位+小区人车分流+中间楼层+正气板式大三房,三湘世纪花城 , 3室2厅 , 139.5平米 ,21人关注 , 共2次带看 , 26天以前发布,980,单价70251元/平米,https://sh.lianjia.com/ershoufang/107100347952.html,杨浦,2
海上硕和城 南北大2房 有车位 诚意出售 价格面谈,海上硕和城 , 2室2厅 , 108.74平米 ,29人关注 , 共6次带看 , 一年前发布,935,单价85985元/平米,https://sh.lianjia.com/ershoufang/107000114075.html,杨浦,2
南北通户型，一梯两户，采光无遮挡，东外滩板块,全家福家园 , 2室2厅 , 101.43平米 ,98人关注 , 共0次带看 , 一年前发布,750,单价73943元/平米,https://sh.lianjia.com/ershoufang/107000581227.html,杨浦,2
目前小区就这一套5万一单价，售后公房满五唯一,国和二村 , 2室1厅 , 59.97平米 ,76人关注 , 共6次带看 , 9个月以前发布,306,单价51026元/平米,https://sh.lianjia.com/ershoufang/107000784877.html,杨浦,2
五角场繁华 地段 小区价格超低 有钥匙看房方便,三门路24弄 , 2室0厅 , 49.96平米 ,72人关注 , 共0次带看 , 一年前发布,289,单价57847元/平米,https://sh.lianjia.com/ershoufang/107001138773.html,杨浦,2
地铁口经典小户型，低于市场价，全明户型随时看房,城中路216弄 , 2室1厅 , 62平米 ,47人关注 , 共5次带看 , 8个月以前发布,175,单价28226元/平米,https://sh.lianjia.com/ershoufang/107002198287.html,嘉定,2
次新房，钥匙房，满五唯一，精装修，南翔老房子还便宜,民主街495弄 , 3室2厅 , 129平米 ,35人关注 , 共1次带看 , 7个月以前发布,485,单价37597元/平米,https://sh.lianjia.com/ershoufang/107002254761.html,嘉定,2
浦发香舍 精装1楼送75平地下室面积 看房方便,浦发香舍(公寓) , 3室2厅 , 91.7平米 ,112人关注 , 共3次带看 , 7个月以前发布,300,单价32716元/平米,https://sh.lianjia.com/ershoufang/107002256399.html,嘉定,2
真实在售，南北两房，精装修江桥小XUE旁！,嘉旺苑 , 2室2厅 , 96平米 ,17人关注 , 共2次带看 , 5个月以前发布,390,单价40625元/平米,https://sh.lianjia.com/ershoufang/107002311939.html,嘉定,2
近14号线地鉄口+满五唯一+看房随时方便,盐湖新居 , 2室2厅 , 84.92平米 ,26人关注 , 共7次带看 , 3个月以前发布,360,单价42393元/平米,https://sh.lianjia.com/ershoufang/107100095830.html,嘉定,2
南北通透户型，动迁房，满五唯一，随时可以看房,水岸秀苑 , 3室2厅 , 108.95平米 ,68人关注 , 共2次带看 , 3个月以前发布,455,单价41763元/平米,https://sh.lianjia.com/ershoufang/107100104491.html,嘉定,2
楼层好 采光好 动迁房 房型正,绿地新江桥城 , 2室2厅 , 77.61平米 ,136人关注 , 共40次带看 , 2个月以前发布,318,单价40975元/平米,https://sh.lianjia.com/ershoufang/107100155390.html,嘉定,2
地铁11号线嘉定西站 南北通透型 配套成熟 拎包入住,天居玲珑湾(公寓) , 2室2厅 , 91平米 ,31人关注 , 共7次带看 , 1个月以前发布,256,单价28132元/平米,https://sh.lianjia.com/ershoufang/107100274916.html,嘉定,2
纯毛坯+业主诚意急售+四复五+次新小区,新春苑 , 3室2厅 , 123平米 ,15人关注 , 共0次带看 , 11个月以前发布,223,单价18131元/平米,https://sh.lianjia.com/ershoufang/107002062759.html,金山,2
采光优秀 温馨之家 好房好心情 幸福之家,城西花苑 , 3室2厅 , 132平米 ,6人关注 , 共1次带看 , 11个月以前发布,182,单价13788元/平米,https://sh.lianjia.com/ershoufang/107002079349.html,金山,2
采光优秀 温馨之家 好房好心情 幸福之家,飞虹北村 , 3室1厅 , 92平米 ,4人关注 , 共0次带看 , 9个月以前发布,158,单价17174元/平米,https://sh.lianjia.com/ershoufang/107002186583.html,金山,2
